Accession,Year,historical_cluster,kmeans_cluster
ACF36351,2004,Other,10
ACF36353,2001,SY97,2
ACF36357,2004,Other,10
ACF36358,2004,Other,10
ACF36359,2004,Other,10
ACF36361,2005,Other,10
ACF36362,2005,Other,10
ACF36366,1997,SY97,12
ACF36369,1997,SY97,12
ACF36371,1997,SY97,12
ACF36372,2005,Other,10
ACF36373,1997,SY97,12
ACF36376,2005,Other,10
ACF36377,1997,SY97,12
ACF36379,1997,SY97,12
ACF36383,2001,SY97,2
ACF36384,2002,FU02,2
ACF36386,2004,Other,10
ACF36387,1998,SY97,12
ACF36391,2003,FU02,2
ACF36392,2003,FU02,2
ACF36394,2003,FU02,2
ACF36395,2003,FU02,2
ACF36396,2001,SY97,2
ACF36397,2001,SY97,2
ACF36398,2001,SY97,2
ACF36400,2003,FU02,2
ACF36401,2000,SY97,12
ACF36402,2004,Other,10
ACF36404,2003,FU02,2
ACF36405,2002,FU02,2
ACF36406,2002,FU02,2
ACF36409,2003,FU02,2
ACF36411,2002,FU02,2
ACF36412,2005,Other,10
ACF36413,2006,Other,13
ACF36415,2002,FU02,2
ACF36418,2004,Other,10
ACF36422,2006,Other,13
ACF36424,2003,FU02,2
ACF36426,2003,FU02,2
ACF36428,2003,FU02,2
ACF36431,2003,FU02,2
ACF36432,2003,FU02,2
ACF36433,2003,FU02,2
ACF36434,2006,Other,13
ACF36436,2005,Other,10
ACF36439,2006,Other,13
ACF36441,2006,Other,13
ACF36444,2005,Other,10
ACF36445,2006,Other,13
ACF36446,2003,FU02,2
ACF36447,2005,Other,10
ACF36448,2003,FU02,2
ACF36449,2003,FU02,2
ACF36450,2005,Other,10
ACF36452,2003,FU02,2
ACF36453,2005,Other,10
ACF36455,2005,Other,10
ACF36459,2003,FU02,2
AEK84944,2009,Other,5
AEK84945,2009,Other,5
AEK84948,2009,Other,5
AEK84956,2009,Other,5
AEK84960,2009,Other,5
AEK84965,2009,Other,5
AEK84971,2009,Other,5
AEK84977,2009,Other,5
AEK84980,2009,Other,5
AEK84981,2009,Other,5
AEK84982,2009,Other,5
AEK84986,2009,Other,5
AEK84992,2009,Other,5
ACP44236,2004,Other,10
ACO94936,2004,Other,10
AER24170,2005,Other,10
ACO36463,2004,Other,10
AER24214,2005,Other,10
AER24225,2004,Other,10
AER24236,2004,Other,10
AER24247,2004,Other,10
AER24269,2004,Other,10
AER24280,2004,Other,10
ACO36474,2004,Other,10
AER24291,2004,Other,10
AER24302,2004,Other,10
AER24313,2004,Other,10
AER24324,2004,Other,10
ACO94947,2004,Other,10
ACO36496,2004,Other,10
ACO36441,2004,Other,10
ACO36518,2004,Other,10
ACU12516,2004,Other,10
ACO94881,2004,Other,10
ACO95193,2004,Other,10
ACO36551,2004,Other,10
ACR15546,2004,Other,10
ACO95215,2004,Other,10
ACO36584,2005,Other,10
ACO95237,2005,Other,10
ACQ73555,2005,Other,10
ACO95481,2005,Other,10
ACO94903,2004,Other,10
ACO36606,2005,Other,10
ACO95525,2005,Other,10
ACO36639,2005,Other,10
ACO36661,2005,Other,10
ACU80058,2005,Other,10
ACR15579,2005,Other,10
ACO36452,2004,Other,10
AER24346,2004,Other,10
AER24357,2004,Other,10
ACO94925,2004,Other,10
AER24412,2004,Other,10
AER24467,2005,Other,10
AGQ47906,1968,HK68,11
AEG65439,2005,Other,10
AGK63003,2012,Other,9
AFG99701,1992,BE92,7
AFG99712,1992,BE92,7
AHZ40249,2013,Other,0
AHZ40285,2013,Other,0
AHZ40309,2013,Other,0
AHZ40345,2013,Other,0
AHZ40357,2013,Other,0
AHZ40369,2013,Other,0
AHZ40429,2013,Other,0
AHZ40465,2013,Other,0
AHZ40524,2013,Other,0
AHZ40560,2013,Other,0
AHZ40626,2013,Other,0
AHZ40662,2013,Other,0
AHZ40674,2013,Other,0
AHZ40758,2013,Other,0
AHZ42572,2013,Other,0
AHZ42725,2013,Other,0
AHZ42772,2013,Other,0
AHZ42843,2013,Other,0
AHZ42855,2013,Other,0
AHZ42867,2013,Other,0
AHZ42891,2013,Other,0
AHZ39877,2012,Other,9
AHZ39985,2012,Other,9
AHZ40009,2012,Other,9
AHZ40130,2012,Other,9
AHZ40142,2012,Other,9
AHZ40237,2012,Other,9
AJS16294,2014,Other,0
AJK03056,2010,Other,5
AEX34001,2007,Other,13
AEX36542,2008,Other,13
AEX36135,2007,Other,13
AJK01532,2010,Other,5
AJK03504,2011,Other,9
AJK01417,2007,Other,13
AJK02338,2007,Other,13
AJK01721,2011,Other,9
AJK00941,2007,Other,13
AEX34033,2007,Other,13
BAT21814,2012,Other,9
BAM66408,2004,Other,10
BAT21774,2013,Other,0
BAT21806,2013,Other,0
BAV13650,2015,Other,6
BAV13634,2014,Other,0
AGZ60505,2013,Other,0
AQS19434,2017,Other,8
ABW23262,2007,Other,13
ACD85628,2008,Other,13
AGK73820,2011,Other,9
AGZ60401,2013,Other,0
ALH26092,2015,Other,6
AGK74592,2011,Other,9
ALH25656,2015,Other,6
ANM99003,2016,Other,6
AGK74627,2011,Other,9
ALH33483,2015,Other,6
QCG84464,2019,Other,3
ALH32486,2014,Other,0
ABW23355,2007,Other,13
AGL07179,2012,Other,9
AGL06189,2012,Other,9
ALH33220,2015,Other,6
ANN00299,2016,Other,6
ARD26659,2017,Other,8
QJA11224,2020,Other,3
AYG77497,2018,Other,8
ANN01283,2016,Other,6
ACM51216,2008,Other,13
AJK02377,2008,Other,13
QDQ44497,2019,Other,3
QDX12513,2019,Other,3
ALH36680,2015,Other,6
AZG02710,2018,Other,8
AOT90850,2016,Other,6
ASK82866,2017,Other,8
AZL96904,2018,Other,8
AOT89543,2016,Other,6
QBL91540,2018,Other,8
AUH29360,2017,Other,8
AGZ60712,2012,Other,9
AUH30552,2017,Other,8
APT38485,2016,Other,6
QBP38532,2018,Other,8
APW80693,2016,Other,6
ANM96789,2015,Other,6
ALE31807,2015,Other,6
ALE32025,2015,Other,6
QIQ46302,2019,Other,3
APR73834,2016,Other,6
ASB34077,2016,Other,6
QJA11242,2019,Other,3
ATD10990,2017,Other,8
AXP19291,2018,Other,8
QDJ73935,2019,Other,3
AGK74053,2011,Other,9
AGZ60927,2013,Other,0
AGL07041,2012,Other,9
AGK74390,2011,Other,9
QIQ46359,2020,Other,3
ALH28639,2014,Other,0
AQS19736,2017,Other,8
AQS19701,2017,Other,8
AQS19677,2017,Other,8
AIE09635,2013,Other,0
AQS19446,2017,Other,8
AQS19689,2017,Other,8
ANN02265,2016,Other,6
AQS19713,2017,Other,8
ANN02277,2016,Other,6
AQS19469,2017,Other,8
AGL06865,2012,Other,9
ALH31676,2014,Other,0
ANN02289,2016,Other,6
AXA18496,2018,Other,8
QCW14306,2019,Other,3
QCW14344,2019,Other,3
ARB17542,2017,Other,8
AXV44177,2018,Other,8
AXV44188,2018,Other,8
AXB52836,2018,Other,8
QDE06900,2019,Other,3
ARO43806,2017,Other,8
AXB52872,2018,Other,8
QEN97269,2019,Other,3
ATZ78596,2017,Other,8
AXB52907,2018,Other,8
ALM05837,2012,Other,9
AXB52944,2018,Other,8
AXB52948,2018,Other,8
QHN71768,2019,Other,3
AUP47508,2017,Other,8
AXB52988,2018,Other,8
AXB52998,2018,Other,8
QIJ26325,2019,Other,3
AXB53026,2018,Other,8
ALE31661,2014,Other,0
ALE31662,2014,Other,0
APC58494,2016,Other,6
APW80885,2016,Other,6
APW80897,2016,Other,6
AXB53049,2017,Other,8
APY26084,2016,Other,6
AQS97541,2016,Other,6
APY26132,2016,Other,6
QBL91564,2018,Other,8
QCP66407,2019,Other,3
ALM05945,2012,Other,9
AEG65021,2005,Other,10
AEG65076,2006,Other,13
AEG65131,2006,Other,13
AHD25196,2012,Other,9
AHB73544,2013,Other,0
AID57904,2014,Other,0
AKQ09939,2015,Other,6
ASB31359,2017,Other,8
AKQ09946,2014,Other,0
ABV30646,2007,Other,13
ACA24689,2007,Other,13
AVZ24020,2017,Other,8
AVZ24019,2017,Other,8
AVZ23182,2017,Other,8
AVZ23177,2017,Other,8
AVZ23180,2017,Other,8
AVZ23181,2017,Other,8
AVZ23179,2017,Other,8
AVZ23178,2017,Other,8
AVZ23174,2017,Other,8
AVZ23175,2017,Other,8
AVZ23176,2017,Other,8
AVZ23173,2017,Other,8
AVZ24025,2017,Other,8
AVZ24026,2017,Other,8
AVZ24010,2017,Other,8
AVZ24022,2017,Other,8
AVZ00482,2017,Other,8
AVZ00481,2017,Other,8
AVZ00485,2017,Other,8
AVZ00483,2017,Other,8
AVZ00484,2017,Other,8
AVZ23187,2017,Other,8
AVZ24014,2017,Other,8
AVZ24017,2017,Other,8
AVZ24018,2017,Other,8
AVZ24015,2017,Other,8
AJK03021,2010,Other,5
AJK01874,2008,Other,13
ALM05095,2011,Other,9
AIZ07212,2013,Other,0
QBJ05992,2018,Other,8
QBJ05990,2018,Other,8
QBJ05987,2018,Other,8
QHI34385,2019,Other,3
QHI34384,2019,Other,3
QHI34383,2019,Other,3
QHI34382,2019,Other,3
QHI34380,2019,Other,3
QHI34377,2019,Other,3
QHI34376,2019,Other,3
QHI34375,2019,Other,3
QHI34373,2019,Other,3
QBJ05988,2019,Other,3
AGK74266,2011,Other,9
AGZ61448,2013,Other,0
ALH33798,2015,Other,6
ACT67799,2009,Other,5
AGK74784,2011,Other,9
AGL06134,2012,Other,9
AGL06914,2012,Other,9
AGK74324,2011,Other,9
AJK03446,2010,Other,5
AEU05038,2011,Other,9
AQW36137,2017,Other,8
AGL07212,2011,Other,9
AEU05027,2011,Other,9
AEU05016,2011,Other,9
ALH36228,2015,Other,6
AGL06460,2011,Other,9
QCG84499,2019,Other,3
AZK12205,2018,Other,8
ALH34859,2015,Other,6
AQY20853,2017,Other,8
ALH36744,2015,Other,6
AQY20865,2017,Other,8
AGZ61366,2012,Other,9
AGZ61309,2012,Other,9
AGZ60419,2012,Other,9
ARB17590,2017,Other,8
ANM98859,2016,Other,6
ARJ35096,2017,Other,8
ALH30182,2014,Other,0
AIE52632,2012,Other,9
QCW14416,2019,Other,3
ARQ87607,2017,Other,8
ALH31788,2014,Other,0
AZF87411,2018,Other,8
AXB51875,2018,Other,8
QDE06936,2019,Other,3
ANN00407,2016,Other,6
AYW00203,2018,Other,8
QDQ44611,2019,Other,3
QBF65620,2018,Other,8
QHW15243,2019,Other,3
APT43958,2016,Other,6
QCW12984,2018,Other,8
APY26015,2016,Other,6
AGZ61541,2013,Other,0
AIE09747,2014,Other,0
ACF10331,2008,Other,13
AQS19574,2017,Other,8
QIQ46374,2020,Other,3
AIE09909,2014,Other,0
AQW35804,2017,Other,8
AEW31167,2011,Other,9
AGL06658,2012,Other,9
AIU46463,2014,Other,0
AIE09827,2013,Other,0
AIU46547,2014,Other,0
ALH35052,2015,Other,6
AXA18736,2018,Other,8
AGL06177,2012,Other,9
AGL06421,2011,Other,9
AFM71989,2010,Other,5
ALH25425,2015,Other,6
ARB17935,2017,Other,8
ARO44164,2017,Other,8
AOT91894,2016,Other,6
QJP02862,2020,Other,3
ARQ87286,2017,Other,8
QCW14504,2019,Other,3
AOZ84961,2016,Other,6
AOT88991,2016,Other,6
ASZ79788,2017,Other,8
ATU89570,2017,Other,8
APB89265,2014,Other,0
AXB53072,2018,Other,8
QDE06972,2019,Other,3
AXB53118,2018,Other,8
AUD09803,2017,Other,8
AXB53152,2018,Other,8
QFQ51384,2019,Other,3
AUH30376,2017,Other,8
QHA77877,2019,Other,3
ANM95336,2015,Other,6
AUM85647,2017,Other,8
ANM95384,2015,Other,6
QGQ59068,2019,Other,3
AXB51887,2018,Other,8
QHW15303,2019,Other,3
QHW15327,2019,Other,3
QBL91624,2018,Other,8
QCG84601,2018,Other,8
ALM05335,2011,Other,9
ALM05338,2011,Other,9
ALT19039,2014,Other,0
ALT19040,2014,Other,0
ALT19042,2014,Other,0
ANZ03489,2014,Other,0
ANZ03490,2014,Other,0
AOR17646,2014,Other,0
AOR17645,2014,Other,0
AEK28850,2009,Other,5
AEK28894,2009,Other,5
BAT21828,2012,Other,9
BAT21782,2012,Other,9
BAT21812,2012,Other,9
BAT21807,2012,Other,9
BAT21792,2012,Other,9
BAT21763,2013,Other,0
BAT21744,2013,Other,0
BAU36361,2014,Other,0
BAV13644,2014,Other,0
BAV13645,2015,Other,6
BAU36346,2014,Other,0
BAV13649,2015,Other,6
BAV13651,2015,Other,6
BAV13653,2015,Other,6
BAV13657,2015,Other,6
BAV13661,2015,Other,6
BAV13663,2015,Other,6
BAV13671,2015,Other,6
BAV13636,2015,Other,6
BAV13631,2014,Other,0
BAU36355,2014,Other,0
ATO93973,2017,Other,8
ATO93966,2017,Other,8
ATO93969,2017,Other,8
ATO93971,2017,Other,8
ATO93965,2017,Other,8
ATO93972,2017,Other,8
AJK02102,2010,Other,5
QAB03216,2018,Other,8
QAB03222,2018,Other,8
QBX92175,2019,Other,3
QCP67095,2019,Other,3
QCQ18433,2019,Other,3
QCQ19322,2019,Other,3
QCQ19357,2019,Other,3
QCQ19369,2019,Other,3
QCT08764,2019,Other,3
QDC20120,2019,Other,3
QDC19557,2019,Other,3
QDC19558,2019,Other,3
QDD56933,2019,Other,3
AJK03255,2007,Other,13
ALM05097,2012,Other,9
ALM05100,2012,Other,9
ALM05826,2011,Other,9
AJK01111,2009,Other,5
ALM05830,2012,Other,9
AGB97300,2012,Other,9
AGQ16334,2013,Other,0
AGQ16339,2013,Other,0
AIC73789,2014,Other,0
ALA08609,2014,Other,0
ALE31664,2014,Other,0
ALE31665,2015,Other,6
ALE31809,2014,Other,0
ALE31811,2015,Other,6
ALE31905,2015,Other,6
ALE31907,2015,Other,6
ALE31909,2015,Other,6
ALE31913,2015,Other,6
ALE31915,2015,Other,6
ALE32030,2015,Other,6
ALE32032,2015,Other,6
ALE32034,2015,Other,6
ALE32036,2015,Other,6
ALN39676,2015,Other,6
ALN39677,2015,Other,6
ALN39686,2015,Other,6
ALN39688,2015,Other,6
ALN39689,2015,Other,6
ALN39690,2015,Other,6
ALN39691,2015,Other,6
ALN39739,2015,Other,6
APF45801,2015,Other,6
APG55956,2016,Other,6
APG55957,2016,Other,6
ASB34044,2016,Other,6
ASB34079,2016,Other,6
ASE04461,2016,Other,6
ASE04462,2016,Other,6
ASE04506,2016,Other,6
ATD11052,2017,Other,8
ATD11053,2017,Other,8
ATD11151,2017,Other,8
ATD11280,2017,Other,8
AXP19242,2018,Other,8
AXP19293,2018,Other,8
AXX75363,2018,Other,8
AXX75421,2018,Other,8
AJK02296,2007,Other,13
AZY87049,2018,Other,8
AZY87051,2018,Other,8
QAB03223,2018,Other,8
QAB03227,2018,Other,8
AJK03201,2007,Other,13
QBH71335,2019,Other,3
QBS19125,2019,Other,3
QBS18425,2019,Other,3
QBX91228,2019,Other,3
QBZ79437,2019,Other,3
QBZ79449,2019,Other,3
QCH42247,2019,Other,3
QDC20156,2019,Other,3
AXH81392,2018,Other,8
AXH81438,2018,Other,8
QBM07363,2018,Other,8
QBM07375,2018,Other,8
QCO90709,2019,Other,3
QBM07435,2019,Other,3
AHB73564,2013,Other,0
AHB73561,2013,Other,0
AHB73526,2013,Other,0
AKQ43535,2015,Other,6
AKQ43541,2015,Other,6
AKQ43542,2015,Other,6
QCO71973,2018,Other,8
ADL39159,2009,Other,5
AZK15977,2017,Other,8
AJK03287,2010,Other,5
ASJ76970,2005,Other,10
AJK02701,2007,Other,13
AJK00823,2011,Other,9
AFG72713,1997,SY97,12
AFM72164,1994,BE92,7
AIU46034,1994,BE92,7
AMU04394,2011,Other,9
AMU04395,2011,Other,9
AMU04397,2011,Other,9
AMU04401,2011,Other,9
AMU04406,2011,Other,9
AMU04407,2012,Other,9
AMU04390,2011,Other,9
AMU04402,2011,Other,9
AMU04392,2011,Other,9
AMU04409,2012,Other,9
ALM05993,2013,Other,0
BAT21817,2012,Other,9
BAT21777,2013,Other,0
BAT21756,2013,Other,0
BAT21751,2013,Other,0
AGF37604,2012,Other,9
AGF37584,2012,Other,9
BAT21830,2012,Other,9
BAT21803,2012,Other,9
BAT21813,2012,Other,9
BAT21738,2013,Other,0
BAT21757,2013,Other,0
BAT21752,2013,Other,0
BAT21759,2013,Other,0
BAV13665,2015,Other,6
BAU36350,2014,Other,0
BAV13674,2015,Other,6
BAV13625,2014,Other,0
BAV13629,2014,Other,0
BAV13627,2014,Other,0
AGK74200,2011,Other,9
ARQ85907,2017,Other,8
AQW36977,2017,Other,8
AGK74259,2011,Other,9
AGL06490,2012,Other,9
AIU46429,2014,Other,0
AGF68666,2009,Other,5
ARB17331,2017,Other,8
AGK74866,2011,Other,9
AUH28988,2017,Other,8
AGK74065,2010,Other,5
QBY32826,2019,Other,3
AGZ61650,2012,Other,9
QBY32838,2019,Other,3
AUP48197,2017,Other,8
ADD21560,2009,Other,5
AIE10058,2013,Other,0
AXQ12067,2017,Other,8
QCW14588,2019,Other,3
QDQ44700,2019,Other,3
ANN02349,2016,Other,6
QDE06241,2019,Other,3
ALE31666,2014,Other,0
ALE31667,2014,Other,0
ALE31919,2015,Other,6
ALE32040,2015,Other,6
ASE04463,2016,Other,6
ATD10992,2017,Other,8
ATD11446,2017,Other,8
AXP19298,2018,Other,8
ACN33035,2008,Other,13
APO40394,2015,Other,6
ALM05102,2009,Other,5
ALM05103,2009,Other,5
ALM05104,2009,Other,5
AQN74515,2016,Other,6
ACJ73750,2008,Other,13
AGK73799,2011,Other,9
AIE09913,2014,Other,0
AXF92776,2018,Other,8
AGL06514,2012,Other,9
ALH25729,2015,Other,6
AIE09476,2014,Other,0
AQI17107,2017,Other,8
QCG83794,2019,Other,3
AGL06098,2012,Other,9
ALH35594,2015,Other,6
ANN00227,2016,Other,6
AQS20027,2017,Other,8
ALH35509,2015,Other,6
AXA18760,2018,Other,8
APB90262,2015,Other,6
AXA18772,2018,Other,8
APB90295,2014,Other,0
ARD25901,2017,Other,8
QCW14613,2019,Other,3
AGL06771,2012,Other,9
AIE10065,2013,Other,0
AXY84569,2018,Other,8
AXY84581,2018,Other,8
ANN02613,2016,Other,6
QDQ44724,2019,Other,3
AGF68738,2009,Other,5
ANN02601,2016,Other,6
ARO42952,2017,Other,8
ARO42940,2017,Other,8
ARR99840,2017,Other,8
QDE07032,2019,Other,3
AOT91870,2016,Other,6
QDE07044,2019,Other,3
QBP38573,2018,Other,8
QBL91677,2018,Other,8
ALA08611,2014,Other,0
ALE31670,2014,Other,0
ALE32047,2015,Other,6
ATD10994,2017,Other,8
AXX75369,2018,Other,8
QAB03228,2018,Other,8
QAB04163,2018,Other,8
ABV30481,2007,Other,13
ACN32914,2008,Other,13
ACQ65724,2008,Other,13
ACN32958,2008,Other,13
ACO94727,2008,Other,13
ACN32969,2008,Other,13
ACN33200,2008,Other,13
ACQ65736,2008,Other,13
ACN43058,2008,Other,13
ACO94771,2008,Other,13
ASV62042,2017,Other,8
ASV62056,2017,Other,8
ASV62050,2017,Other,8
ASV62049,2017,Other,8
ANH22070,2015,Other,6
ANN44926,2008,Other,13
ASV62053,2017,Other,8
ASV62055,2017,Other,8
ARK18943,2016,Other,6
AUD54849,2017,Other,8
AUD54853,2017,Other,8
ARK18946,2016,Other,6
AUD54866,2017,Other,8
AUD54864,2017,Other,8
AUD54863,2017,Other,8
AUD54856,2017,Other,8
AUD54860,2017,Other,8
AUD54855,2017,Other,8
AUD54854,2017,Other,8
AUD54859,2017,Other,8
AFB77691,2010,Other,5
AFB77694,2010,Other,5
AFB77695,2010,Other,5
ANN44927,2010,Other,5
ANN44928,2010,Other,5
ANN44929,2010,Other,5
ANN44930,2010,Other,5
ANN44931,2010,Other,5
ANN44932,2010,Other,5
ANN44933,2010,Other,5
ANN44934,2010,Other,5
ANN44935,2010,Other,5
AGT18748,2012,Other,9
AGT18749,2012,Other,9
AGT18751,2012,Other,9
AGT18752,2012,Other,9
AGT18753,2012,Other,9
AGT18754,2012,Other,9
AGT18756,2013,Other,0
AGT18757,2013,Other,0
AGT18758,2013,Other,0
AGT18759,2013,Other,0
AGT18760,2013,Other,0
AGT18761,2013,Other,0
AFB77692,2010,Other,5
APO40397,2015,Other,6
AEX36575,2008,Other,13
AEX34386,2008,Other,13
AEX36586,2008,Other,13
AEX36597,2008,Other,13
AEX34407,2008,Other,13
AJK02144,2009,Other,5
ALM05822,2012,Other,9
AGQ16350,2013,Other,0
ALM05838,2012,Other,9
AIC73794,2014,Other,0
ALM05846,2012,Other,9
ALM05847,2012,Other,9
AJK00596,2009,Other,5
AJK01288,2008,Other,13
ASM80146,2011,Other,9
ASM80147,2011,Other,9
ASM80148,2011,Other,9
ASM80149,2011,Other,9
ASM80150,2011,Other,9
ASM80135,2011,Other,9
ASM80151,2011,Other,9
ASM80152,2011,Other,9
ASM80153,2011,Other,9
ASM80157,2011,Other,9
ASM80158,2011,Other,9
ASM80159,2011,Other,9
ASM80160,2011,Other,9
ASM80161,2011,Other,9
ASM80162,2011,Other,9
ASM80164,2011,Other,9
ASM80165,2011,Other,9
ASM80139,2011,Other,9
ASM80167,2011,Other,9
ASM80140,2011,Other,9
ASM80169,2011,Other,9
ASM80141,2011,Other,9
ASM80143,2011,Other,9
ADL39170,2009,Other,5
ASY99738,2016,Other,6
BAT21809,2012,Other,9
BAT21771,2013,Other,0
BAT21761,2013,Other,0
BAT21735,2013,Other,0
BAU36363,2014,Other,0
BAV13662,2015,Other,6
ACN32474,2008,Other,13
ALM06013,2014,Other,0
ALM06015,2014,Other,0
ADL39335,2009,Other,5
BAQ58143,2014,Other,0
AEK28905,2008,Other,13
AEK28916,2008,Other,13
AEX34044,2007,Other,13
AJK01529,2009,Other,5
AJK02110,2010,Other,5
AJK01435,2010,Other,5
AJK01126,2010,Other,5
AGM53702,2011,Other,9
AGM53703,2011,Other,9
AGM53704,2011,Other,9
AGM53705,2012,Other,9
AGM53707,2012,Other,9
AFM72076,1986,BK79,1
AJK00713,2010,Other,5
AJK02316,2008,Other,13
ARO85389,2016,Other,6
AQN74787,2016,Other,6
ARO85436,2016,Other,6
ARO85472,2016,Other,6
ARO85490,2016,Other,6
ARO85557,2017,Other,8
ARO85566,2017,Other,8
AXO64832,2017,Other,8
AXO65099,2017,Other,8
AJK02591,2010,Other,5
AGK74743,2011,Other,9
AGK74400,2011,Other,9
AGK74695,2010,Other,5
AGK74404,2011,Other,9
AGZ61147,2013,Other,0
AQW36851,2017,Other,8
ACF10317,2008,Other,13
AGK74698,2010,Other,5
AGK74532,2011,Other,9
ALH27628,2014,Other,0
AMB70376,2015,Other,6
AGZ61232,2012,Other,9
ALH27752,2014,Other,0
ARD26445,2017,Other,8
AWX41874,2018,Other,8
QJA11266,2020,Other,3
QBY32886,2019,Other,3
ARO41650,2017,Other,8
ANN02661,2016,Other,6
AXB51935,2018,Other,8
ARJ35228,2017,Other,8
AOT91834,2016,Other,6
APT37273,2016,Other,6
QDX12789,2019,Other,3
QDQ44791,2019,Other,3
AMB72107,2013,Other,0
ALE31674,2014,Other,0
QGQ59104,2019,Other,3
QHI02780,2019,Other,3
QHI03237,2019,Other,3
ATP80137,2017,Other,8
ATX60546,2017,Other,8
AUH31474,2017,Other,8
QIQ46529,2019,Other,3
AFG99556,1991,BE89,7
AFG99600,1991,BE89,7
AFH00505,1996,WU95,7
AFH00109,1993,BE92,7
AJK01166,2007,Other,13
AFH00120,1993,BE92,7
AFG99127,1981,BK79,4
AFH00098,1993,BE92,7
QDX16218,2012,Other,9
QDX16146,2012,Other,9
QDX16162,2015,Other,6
QDX16125,2016,Other,6
QDX19648,2016,Other,6
QDX19667,2017,Other,8
QDX16109,2017,Other,8
QDX16082,2017,Other,8
QDX16077,2017,Other,8
AJK03054,2009,Other,5
AFH00142,1993,BE92,7
AFG72316,1993,BE92,7
AFH00153,1993,BE92,7
AFG99644,1991,BE89,7
AFH00131,1993,BE92,7
AFH00175,1993,BE92,7
QIQ46551,2020,Other,3
AJK02221,2010,Other,5
AGK73673,2011,Other,9
AGL06278,2012,Other,9
ALH34282,2015,Other,6
AQS20523,2017,Other,8
QIQ46566,2020,Other,3
ALH28617,2014,Other,0
AQS20511,2017,Other,8
AGL07442,2012,Other,9
AGZ60571,2012,Other,9
AEQ92851,2011,Other,9
ALH28580,2014,Other,0
QIQ46578,2020,Other,3
AGL06686,2012,Other,9
QCG84704,2019,Other,3
AGZ61287,2012,Other,9
ALH34720,2015,Other,6
AQW36366,2017,Other,8
APB91030,2015,Other,6
AXA18832,2018,Other,8
ARJ34892,2017,Other,8
AZK12064,2018,Other,8
AWX41886,2018,Other,8
ALH35810,2015,Other,6
QDQ44820,2019,Other,3
QDQ44832,2019,Other,3
ALH25571,2015,Other,6
AZF86436,2018,Other,8
AWX41893,2018,Other,8
QAY27524,2018,Other,8
AMB68506,2015,Other,6
QBF65663,2018,Other,8
ANM95252,2015,Other,6
QID20136,2019,Other,3
QDA45760,2019,Other,3
QDA45772,2019,Other,3
AJK02843,2009,Other,5
AFJ77408,1995,WU95,7
AFJ77430,1995,WU95,7
AFJ74396,1996,WU95,7
AFJ74407,1996,WU95,7
AFJ77451,1996,WU95,7
AFJ74418,1998,SY97,12
AFJ77484,1999,SY97,12
AFJ77704,1999,SY97,12
AFJ77473,1999,SY97,12
AFJ74427,1999,SY97,12
AFJ74437,1999,SY97,12
AFJ74448,1999,SY97,12
AFJ77517,1999,SY97,12
AFJ78320,1999,SY97,12
AFJ77561,1997,SY97,12
AFJ77583,1999,SY97,12
AFJ77594,1999,SY97,12
AFJ77616,1999,SY97,12
AFJ77627,1999,SY97,12
AFJ77638,1999,SY97,12
AFJ74470,1997,SY97,12
AFJ77649,1999,SY97,12
AFJ74481,1999,SY97,12
AFJ78078,2006,Other,13
AFJ78089,2006,Other,13
AFJ78111,2006,Other,13
AFJ78122,2006,Other,13
AFJ74525,1998,SY97,12
AFJ78133,2007,Other,13
AFJ78166,2007,Other,13
AFJ75111,2007,Other,13
AFJ78276,2007,Other,13
AFJ78188,2007,Other,13
AFJ75449,2007,Other,13
AFJ75460,2007,Other,13
AFJ78210,2007,Other,13
AFJ77693,2001,SY97,2
AFJ75582,2007,Other,13
AFJ75593,2007,Other,13
AFJ78232,2008,Other,13
AFJ78243,2008,Other,13
AFJ78287,2009,Other,5
AFJ76213,2003,FU02,2
AFJ77770,2003,FU02,2
AFJ77858,2004,Other,10
AFJ77869,2004,Other,10
AFJ77880,2004,Other,10
AFJ77891,2004,Other,10
AFJ77913,2004,Other,10
AFJ77924,2004,Other,10
AFJ77935,2004,Other,10
AFJ77946,2004,Other,10
AJK03249,2008,Other,13
AFJ77979,2005,Other,10
AFJ78001,2005,Other,10
AFJ77990,2005,Other,10
AFJ78012,2005,Other,10
AFJ78023,2005,Other,10
AFJ78045,2006,Other,13
AFJ78067,2006,Other,13
AJK01657,2009,Other,5
AEG65637,2004,Other,10
AEG65626,2004,Other,10
QBA83364,2013,Other,0
QEO28815,2018,Other,8
ACO36375,2007,Other,13
AEA73365,2010,Other,5
ACD85550,2007,Other,13
ACF54532,2007,Other,13
ACD85528,2007,Other,13
ACR15392,2007,Other,13
ACD93579,2007,Other,13
ACI26406,2007,Other,13
ADM12850,2010,Other,5
AEA73485,2010,Other,5
AEA73321,2010,Other,5
ACQ65747,2007,Other,13
ADN89886,2010,Other,5
ACN32545,2007,Other,13
ACF54543,2007,Other,13
AET98600,2010,Other,5
ACD85572,2007,Other,13
ADN89974,2010,Other,5
QBI22177,2015,Other,6
ADV15479,2008,Other,13
AGK74568,2011,Other,9
ALH26138,2015,Other,6
AGL07445,2012,Other,9
AGL07363,2012,Other,9
ALH25180,2015,Other,6
ACD47218,2008,Other,13
AGZ60463,2013,Other,0
AGZ60527,2013,Other,0
AJK03244,2010,Other,5
QIQ46602,2020,Other,3
ACT34400,2008,Other,13
AIE10208,2014,Other,0
