Accession,Year,Subtype,Host,cluster_name,antigenic_distance,drift_binary_label
ADZ53082,2008,H1N1,Human,pre-pandemic,0,0
ADZ53086,2008,H1N1,Human,pre-pandemic,0,0
AAK70452,1998,H1N1,Human,pre-pandemic,0,0
AAK70453,1998,H1N1,Human,pre-pandemic,0,0
AAK70454,1998,H1N1,Human,pre-pandemic,0,0
AAK70451,1998,H1N1,Human,pre-pandemic,0,0
AAK70456,1998,H1N1,Human,pre-pandemic,0,0
ABD60944,1977,H1N1,Human,pre-pandemic,0,0
AJK03074,2008,H1N1,Human,pre-pandemic,0,0
AJK01242,2008,H1N1,Human,pre-pandemic,0,0
AJK01923,2008,H1N1,Human,pre-pandemic,0,0
ADZ53088,2009,H1N1,Human,pandemic-founding,1,0
ADZ53090,2009,H1N1,Human,pandemic-founding,1,0
AJK02156,2008,H1N1,Human,pre-pandemic,0,0
ADZ53092,2009,H1N1,Human,pandemic-founding,1,0
ADZ53094,2009,H1N1,Human,pandemic-founding,1,0
AJK02998,2008,H1N1,Human,pre-pandemic,0,0
ADZ53096,2009,H1N1,Human,pandemic-founding,1,0
AJK01910,2008,H1N1,Human,pre-pandemic,0,0
ADZ53098,2009,H1N1,Human,pandemic-founding,1,0
AEQ38189,2009,H1N1,Human,pandemic-founding,1,0
AEQ38190,2009,H1N1,Human,pandemic-founding,1,0
AJK03578,2008,H1N1,Human,pre-pandemic,0,0
AJK01781,2009,H1N1,Human,pandemic-founding,1,0
AJK03069,2007,H1N1,Human,pre-pandemic,0,0
AEQ38192,2009,H1N1,Human,pandemic-founding,1,0
AJK00739,2007,H1N1,Human,pre-pandemic,0,0
AFO66246,2004,H1N1,Human,pre-pandemic,0,0
AEQ38193,2009,H1N1,Human,pandemic-founding,1,0
ADZ53127,2009,H1N1,Human,pandemic-founding,1,0
AEQ38194,2009,H1N1,Human,pandemic-founding,1,0
AJK00990,2008,H1N1,Human,pre-pandemic,0,0
ADD21395,2009,H1N1,Human,pandemic-founding,1,0
ADD21385,2009,H1N1,Human,pandemic-founding,1,0
AEQ38195,2009,H1N1,Human,pandemic-founding,1,0
AEQ38196,2009,H1N1,Human,pandemic-founding,1,0
AJK02645,2007,H1N1,Human,pre-pandemic,0,0
ADZ53100,2008,H1N1,Human,pre-pandemic,0,0
ADZ53102,2008,H1N1,Human,pre-pandemic,0,0
ADZ53104,2008,H1N1,Human,pre-pandemic,0,0
ADZ53106,2008,H1N1,Human,pre-pandemic,0,0
AJK01587,2009,H1N1,Human,pandemic-founding,1,0
ABV45654,2006,H1N1,Human,pre-pandemic,0,0
AEK85001,2009,H1N1,Human,pandemic-founding,1,0
AEK85022,2009,H1N1,Human,pandemic-founding,1,0
AEK84941,2009,H1N1,Human,pandemic-founding,1,0
AEK85039,2009,H1N1,Human,pandemic-founding,1,0
AEK85049,2009,H1N1,Human,pandemic-founding,1,0
ADM32919,2009,H1N1,Human,pandemic-founding,1,0
AGJ73377,2012,H1N1,Human,early-drift,2,1
AGK63047,2012,H1N1,Human,early-drift,2,1
AGJ73373,2011,H1N1,Human,pandemic-founding,1,0
APO40373,2014,H1N1,Human,early-drift,2,1
ACZ96749,2009,H1N1,Human,pandemic-founding,1,0
ACZ96799,2009,H1N1,Human,pandemic-founding,1,0
ACZ96609,2009,H1N1,Human,pandemic-founding,1,0
ACZ96849,2009,H1N1,Human,pandemic-founding,1,0
AHZ40595,2013,H1N1,Human,early-drift,2,1
AHZ42737,2013,H1N1,Human,early-drift,2,1
AHZ40166,2012,H1N1,Human,early-drift,2,1
ADI72923,2009,H1N1,Human,pandemic-founding,1,0
ADI72928,2009,H1N1,Human,pandemic-founding,1,0
AJK03009,2006,H1N1,Human,pre-pandemic,0,0
AJK02017,2009,H1N1,Human,pandemic-founding,1,0
AEW25315,2009,H1N1,Human,pandemic-founding,1,0
AEW25462,2009,H1N1,Human,pandemic-founding,1,0
AEW25482,2009,H1N1,Human,pandemic-founding,1,0
AEW25492,2009,H1N1,Human,pandemic-founding,1,0
AET50886,2009,H1N1,Human,pandemic-founding,1,0
AET50890,2009,H1N1,Human,pandemic-founding,1,0
AEX34889,2008,H1N1,Human,pre-pandemic,0,0
AEX34900,2008,H1N1,Human,pre-pandemic,0,0
AEX34911,2008,H1N1,Human,pre-pandemic,0,0
AEX34922,2008,H1N1,Human,pre-pandemic,0,0
AEX34955,2008,H1N1,Human,pre-pandemic,0,0
AEX34966,2008,H1N1,Human,pre-pandemic,0,0
AEX35021,2008,H1N1,Human,pre-pandemic,0,0
AEX34329,2008,H1N1,Human,pre-pandemic,0,0
ADA86087,2009,H1N1,Human,pandemic-founding,1,0
AFC36367,2010,H1N1,Human,pandemic-founding,1,0
AFC36377,2009,H1N1,Human,pandemic-founding,1,0
ADK21923,2009,H1N1,Human,pandemic-founding,1,0
ACZ97509,2009,H1N1,Human,pandemic-founding,1,0
ADC45670,2007,H1N1,Human,pre-pandemic,0,0
ADC54195,2009,H1N1,Human,pandemic-founding,1,0
ACF40126,2008,H1N1,Human,pre-pandemic,0,0
ACD47247,2008,H1N1,Human,pre-pandemic,0,0
ANM87215,2016,H1N1,Human,immune-escape,3,1
ANM87512,2016,H1N1,Human,immune-escape,3,1
ACA33750,2007,H1N1,Human,pre-pandemic,0,0
AGI54364,2009,H1N1,Human,pandemic-founding,1,0
AKT08312,2013,H1N1,Human,early-drift,2,1
AGI54206,2009,H1N1,Human,pandemic-founding,1,0
ACA33702,2007,H1N1,Human,pre-pandemic,0,0
AGI54541,2009,H1N1,Human,pandemic-founding,1,0
AGI53597,2009,H1N1,Human,pandemic-founding,1,0
ARD26670,2017,H1N1,Human,immune-escape,3,1
AGL04617,2012,H1N1,Human,early-drift,2,1
AGL04892,2012,H1N1,Human,early-drift,2,1
AOT87998,2016,H1N1,Human,immune-escape,3,1
ANE26830,2015,H1N1,Human,immune-escape,3,1
ANE28251,2015,H1N1,Human,immune-escape,3,1
ANE27316,2015,H1N1,Human,immune-escape,3,1
ABW23295,2006,H1N1,Human,pre-pandemic,0,0
AGK72757,2011,H1N1,Human,pandemic-founding,1,0
AGL04629,2012,H1N1,Human,early-drift,2,1
AGL04611,2012,H1N1,Human,early-drift,2,1
ACU44316,2009,H1N1,Human,pandemic-founding,1,0
AGL04556,2012,H1N1,Human,early-drift,2,1
AGL04438,2012,H1N1,Human,early-drift,2,1
ACU44375,2009,H1N1,Human,pandemic-founding,1,0
AGL04442,2012,H1N1,Human,early-drift,2,1
AGL04552,2012,H1N1,Human,early-drift,2,1
ACA33791,2007,H1N1,Human,pre-pandemic,0,0
AGI55491,2009,H1N1,Human,pandemic-founding,1,0
AGI55453,2009,H1N1,Human,pandemic-founding,1,0
ACA33773,2007,H1N1,Human,pre-pandemic,0,0
AGI55283,2009,H1N1,Human,pandemic-founding,1,0
ACM51324,2008,H1N1,Human,pre-pandemic,0,0
AMA11334,2015,H1N1,Human,immune-escape,3,1
ACU43619,2007,H1N1,Human,pre-pandemic,0,0
ANE26623,2015,H1N1,Human,immune-escape,3,1
ACB11774,2007,H1N1,Human,pre-pandemic,0,0
ACM51302,2008,H1N1,Human,pre-pandemic,0,0
AGI55541,2009,H1N1,Human,pandemic-founding,1,0
ANM94011,2016,H1N1,Human,immune-escape,3,1
AGI53246,2009,H1N1,Human,pandemic-founding,1,0
ANM94033,2016,H1N1,Human,immune-escape,3,1
ANM94055,2016,H1N1,Human,immune-escape,3,1
AOT87217,2016,H1N1,Human,immune-escape,3,1
AGI53047,2009,H1N1,Human,pandemic-founding,1,0
ANM94099,2016,H1N1,Human,immune-escape,3,1
ANM94121,2016,H1N1,Human,immune-escape,3,1
AHV83821,2013,H1N1,Human,early-drift,2,1
AHV83822,2013,H1N1,Human,early-drift,2,1
ANM94957,2016,H1N1,Human,immune-escape,3,1
APF46415,2016,H1N1,Human,immune-escape,3,1
AGO17776,2012,H1N1,Human,early-drift,2,1
AHB73563,2013,H1N1,Human,early-drift,2,1
AHN19510,2013,H1N1,Human,early-drift,2,1
AHN19444,2013,H1N1,Human,early-drift,2,1
AHN19486,2013,H1N1,Human,early-drift,2,1
ANW83142,2016,H1N1,Human,immune-escape,3,1
ANW83143,2016,H1N1,Human,immune-escape,3,1
ABV29579,2007,H1N1,Human,pre-pandemic,0,0
ABW91559,2007,H1N1,Human,pre-pandemic,0,0
ABW86541,2007,H1N1,Human,pre-pandemic,0,0
ABW91416,2007,H1N1,Human,pre-pandemic,0,0
ABW40543,2007,H1N1,Human,pre-pandemic,0,0
ABV29689,2007,H1N1,Human,pre-pandemic,0,0
ABV30052,2007,H1N1,Human,pre-pandemic,0,0
AET84251,2009,H1N1,Human,pandemic-founding,1,0
AJK01965,2007,H1N1,Human,pre-pandemic,0,0
ABO38362,1980,H1N1,Human,pre-pandemic,0,0
AJK01961,2008,H1N1,Human,pre-pandemic,0,0
AKE37408,2013,H1N1,Human,early-drift,2,1
AKE37409,2013,H1N1,Human,early-drift,2,1
AKE37497,2014,H1N1,Human,early-drift,2,1
AOR17614,2015,H1N1,Human,immune-escape,3,1
AOR17613,2015,H1N1,Human,immune-escape,3,1
AOR17612,2015,H1N1,Human,immune-escape,3,1
AOR17611,2015,H1N1,Human,immune-escape,3,1
AOR17610,2015,H1N1,Human,immune-escape,3,1
AKE37501,2014,H1N1,Human,early-drift,2,1
AKE37502,2014,H1N1,Human,early-drift,2,1
AOR17592,2015,H1N1,Human,immune-escape,3,1
AOR17607,2015,H1N1,Human,immune-escape,3,1
AOR17605,2015,H1N1,Human,immune-escape,3,1
AOR17604,2015,H1N1,Human,immune-escape,3,1
AOR17598,2015,H1N1,Human,immune-escape,3,1
AOR17597,2015,H1N1,Human,immune-escape,3,1
AOR17596,2015,H1N1,Human,immune-escape,3,1
AOR17595,2015,H1N1,Human,immune-escape,3,1
AOR17594,2015,H1N1,Human,immune-escape,3,1
ALK80387,2015,H1N1,Human,immune-escape,3,1
ALK80385,2015,H1N1,Human,immune-escape,3,1
ALK80389,2015,H1N1,Human,immune-escape,3,1
ALK80390,2015,H1N1,Human,immune-escape,3,1
ALK80386,2015,H1N1,Human,immune-escape,3,1
ALK80388,2015,H1N1,Human,immune-escape,3,1
AKE37413,2013,H1N1,Human,early-drift,2,1
AKE37414,2014,H1N1,Human,early-drift,2,1
AKE37410,2013,H1N1,Human,early-drift,2,1
AGY42549,2013,H1N1,Human,early-drift,2,1
AEX63612,2011,H1N1,Human,pandemic-founding,1,0
ADX31424,2010,H1N1,Human,pandemic-founding,1,0
AKE37415,2013,H1N1,Human,early-drift,2,1
AKE37498,2014,H1N1,Human,early-drift,2,1
AGL07681,2012,H1N1,Human,early-drift,2,1
AKE37483,2013,H1N1,Human,early-drift,2,1
AKE37484,2013,H1N1,Human,early-drift,2,1
AKE37485,2013,H1N1,Human,early-drift,2,1
AKE37486,2013,H1N1,Human,early-drift,2,1
AOR17587,2015,H1N1,Human,immune-escape,3,1
AOR17586,2015,H1N1,Human,immune-escape,3,1
AOR17584,2015,H1N1,Human,immune-escape,3,1
AOR17522,2012,H1N1,Human,early-drift,2,1
AOR17523,2012,H1N1,Human,early-drift,2,1
AOR17524,2012,H1N1,Human,early-drift,2,1
AOR17526,2012,H1N1,Human,early-drift,2,1
AOR17528,2012,H1N1,Human,early-drift,2,1
AOR17529,2012,H1N1,Human,early-drift,2,1
AOR17530,2012,H1N1,Human,early-drift,2,1
AOR17548,2012,H1N1,Human,early-drift,2,1
AMM43281,2015,H1N1,Human,immune-escape,3,1
AOR17549,2012,H1N1,Human,early-drift,2,1
AKE37411,2013,H1N1,Human,early-drift,2,1
AKE37412,2013,H1N1,Human,early-drift,2,1
AEM63442,2010,H1N1,Human,pandemic-founding,1,0
AEM63446,2010,H1N1,Human,pandemic-founding,1,0
AEM63457,2010,H1N1,Human,pandemic-founding,1,0
AEM63404,2010,H1N1,Human,pandemic-founding,1,0
AEM63411,2010,H1N1,Human,pandemic-founding,1,0
AEM63412,2010,H1N1,Human,pandemic-founding,1,0
AEM63413,2010,H1N1,Human,pandemic-founding,1,0
AEM63417,2010,H1N1,Human,pandemic-founding,1,0
AEM63424,2010,H1N1,Human,pandemic-founding,1,0
AEM63426,2010,H1N1,Human,pandemic-founding,1,0
AEM63425,2010,H1N1,Human,pandemic-founding,1,0
AEM63431,2010,H1N1,Human,pandemic-founding,1,0
AEM63439,2010,H1N1,Human,pandemic-founding,1,0
AEM63467,2010,H1N1,Human,pandemic-founding,1,0
AEM63468,2010,H1N1,Human,pandemic-founding,1,0
AKE37416,2012,H1N1,Human,early-drift,2,1
AKE37421,2013,H1N1,Human,early-drift,2,1
AGQ88544,2013,H1N1,Human,early-drift,2,1
AGQ88632,2012,H1N1,Human,early-drift,2,1
AGQ88654,2011,H1N1,Human,pandemic-founding,1,0
AOR17542,2012,H1N1,Human,early-drift,2,1
AOR17540,2012,H1N1,Human,early-drift,2,1
AOR17547,2012,H1N1,Human,early-drift,2,1
AOR17534,2012,H1N1,Human,early-drift,2,1
AOR17493,2011,H1N1,Human,pandemic-founding,1,0
AOR17544,2012,H1N1,Human,early-drift,2,1
AGQ88621,2012,H1N1,Human,early-drift,2,1
AGQ88610,2012,H1N1,Human,early-drift,2,1
AGQ88599,2012,H1N1,Human,early-drift,2,1
AGQ88588,2012,H1N1,Human,early-drift,2,1
AOR17494,2012,H1N1,Human,early-drift,2,1
AOR17516,2012,H1N1,Human,early-drift,2,1
AOR17517,2012,H1N1,Human,early-drift,2,1
AOR17513,2012,H1N1,Human,early-drift,2,1
AGQ88577,2012,H1N1,Human,early-drift,2,1
AOR17508,2012,H1N1,Human,early-drift,2,1
AOR17518,2012,H1N1,Human,early-drift,2,1
AOR17497,2012,H1N1,Human,early-drift,2,1
AOR17514,2012,H1N1,Human,early-drift,2,1
AOR17521,2012,H1N1,Human,early-drift,2,1
AOR17515,2012,H1N1,Human,early-drift,2,1
AOR17499,2012,H1N1,Human,early-drift,2,1
AOR17502,2012,H1N1,Human,early-drift,2,1
AOR17498,2012,H1N1,Human,early-drift,2,1
AOR17495,2012,H1N1,Human,early-drift,2,1
AOR17488,2012,H1N1,Human,early-drift,2,1
AOR17512,2012,H1N1,Human,early-drift,2,1
AOR17507,2012,H1N1,Human,early-drift,2,1
AOR17505,2012,H1N1,Human,early-drift,2,1
AOR17489,2012,H1N1,Human,early-drift,2,1
AOR17491,2012,H1N1,Human,early-drift,2,1
AOR17490,2012,H1N1,Human,early-drift,2,1
AGQ88566,2012,H1N1,Human,early-drift,2,1
AOR17541,2012,H1N1,Human,early-drift,2,1
AGQ88442,2013,H1N1,Human,early-drift,2,1
AGQ88533,2013,H1N1,Human,early-drift,2,1
AGQ88522,2013,H1N1,Human,early-drift,2,1
AOR17560,2015,H1N1,Human,immune-escape,3,1
AOR17559,2015,H1N1,Human,immune-escape,3,1
AOR17565,2015,H1N1,Human,immune-escape,3,1
AOR17579,2015,H1N1,Human,immune-escape,3,1
AOR17590,2015,H1N1,Human,immune-escape,3,1
AOR17618,2015,H1N1,Human,immune-escape,3,1
AOR17571,2015,H1N1,Human,immune-escape,3,1
AOR17569,2015,H1N1,Human,immune-escape,3,1
AOR17567,2015,H1N1,Human,immune-escape,3,1
AOR17566,2015,H1N1,Human,immune-escape,3,1
AKE37428,2013,H1N1,Human,early-drift,2,1
AKE37429,2013,H1N1,Human,early-drift,2,1
AKE37430,2013,H1N1,Human,early-drift,2,1
AKE37443,2013,H1N1,Human,early-drift,2,1
AKE37434,2013,H1N1,Human,early-drift,2,1
AKE37435,2013,H1N1,Human,early-drift,2,1
AKE37437,2013,H1N1,Human,early-drift,2,1
AKE37439,2013,H1N1,Human,early-drift,2,1
AKE37440,2013,H1N1,Human,early-drift,2,1
AKE37442,2013,H1N1,Human,early-drift,2,1
AKE37444,2013,H1N1,Human,early-drift,2,1
AKE37445,2013,H1N1,Human,early-drift,2,1
AKE37447,2013,H1N1,Human,early-drift,2,1
AKE37448,2013,H1N1,Human,early-drift,2,1
AKE37449,2013,H1N1,Human,early-drift,2,1
AKE37450,2013,H1N1,Human,early-drift,2,1
AKE37451,2013,H1N1,Human,early-drift,2,1
AKE37452,2013,H1N1,Human,early-drift,2,1
AKE37453,2013,H1N1,Human,early-drift,2,1
AKE37427,2013,H1N1,Human,early-drift,2,1
AKE37455,2013,H1N1,Human,early-drift,2,1
AKE37457,2013,H1N1,Human,early-drift,2,1
AKE37458,2013,H1N1,Human,early-drift,2,1
AKE37460,2013,H1N1,Human,early-drift,2,1
AKE37461,2013,H1N1,Human,early-drift,2,1
AKE37462,2013,H1N1,Human,early-drift,2,1
AKE37463,2013,H1N1,Human,early-drift,2,1
AKE37466,2013,H1N1,Human,early-drift,2,1
AKE37467,2013,H1N1,Human,early-drift,2,1
AKE37469,2013,H1N1,Human,early-drift,2,1
AKE37470,2013,H1N1,Human,early-drift,2,1
AKE37471,2013,H1N1,Human,early-drift,2,1
AKE37477,2013,H1N1,Human,early-drift,2,1
AKE37481,2013,H1N1,Human,early-drift,2,1
AKE37482,2013,H1N1,Human,early-drift,2,1
AKE37494,2014,H1N1,Human,early-drift,2,1
AKE37508,2015,H1N1,Human,immune-escape,3,1
AKE37509,2015,H1N1,Human,immune-escape,3,1
AKE37507,2015,H1N1,Human,immune-escape,3,1
AKE37510,2015,H1N1,Human,immune-escape,3,1
AKE37512,2015,H1N1,Human,immune-escape,3,1
AKE37513,2015,H1N1,Human,immune-escape,3,1
AKE37422,2013,H1N1,Human,early-drift,2,1
AKE37424,2013,H1N1,Human,early-drift,2,1
AOR17520,2012,H1N1,Human,early-drift,2,1
AOR17588,2015,H1N1,Human,immune-escape,3,1
AOR17553,2015,H1N1,Human,immune-escape,3,1
ACB11768,2008,H1N1,Human,pre-pandemic,0,0
AGV29233,2013,H1N1,Human,early-drift,2,1
AGI53326,2010,H1N1,Human,pandemic-founding,1,0
AGV28757,2013,H1N1,Human,early-drift,2,1
AIM39776,2014,H1N1,Human,early-drift,2,1
AQS21061,2017,H1N1,Human,immune-escape,3,1
AGK73409,2011,H1N1,Human,pandemic-founding,1,0
AQS21050,2017,H1N1,Human,immune-escape,3,1
ACU44320,2009,H1N1,Human,pandemic-founding,1,0
AGK73038,2010,H1N1,Human,pandemic-founding,1,0
AGK72981,2010,H1N1,Human,pandemic-founding,1,0
ACU44332,2009,H1N1,Human,pandemic-founding,1,0
AGK73433,2011,H1N1,Human,pandemic-founding,1,0
AJK01241,2006,H1N1,Human,pre-pandemic,0,0
ACU44398,2009,H1N1,Human,pandemic-founding,1,0
ANE23940,2015,H1N1,Human,immune-escape,3,1
ACQ76383,2009,H1N1,Human,pandemic-founding,1,0
AQW36171,2017,H1N1,Human,immune-escape,3,1
AGV28928,2013,H1N1,Human,early-drift,2,1
AMA11464,2015,H1N1,Human,immune-escape,3,1
AGI52673,2009,H1N1,Human,pandemic-founding,1,0
ANM86902,2016,H1N1,Human,immune-escape,3,1
AGV29095,2013,H1N1,Human,early-drift,2,1
ANM88599,2016,H1N1,Human,immune-escape,3,1
AKT08362,2013,H1N1,Human,early-drift,2,1
AOT87283,2016,H1N1,Human,immune-escape,3,1
ANM95056,2016,H1N1,Human,immune-escape,3,1
AHB72861,2010,H1N1,Human,pandemic-founding,1,0
AHB72862,2013,H1N1,Human,early-drift,2,1
AIU46634,2013,H1N1,Human,early-drift,2,1
AKS48050,2010,H1N1,Human,pandemic-founding,1,0
AIU46626,2009,H1N1,Human,pandemic-founding,1,0
ADK98501,2009,H1N1,Human,pandemic-founding,1,0
ADK98502,2009,H1N1,Human,pandemic-founding,1,0
ACQ73201,2006,H1N1,Human,pre-pandemic,0,0
AGI55102,2010,H1N1,Human,pandemic-founding,1,0
AGI54214,2010,H1N1,Human,pandemic-founding,1,0
AGI54194,2010,H1N1,Human,pandemic-founding,1,0
AIM39676,2014,H1N1,Human,early-drift,2,1
AGI54493,2009,H1N1,Human,pandemic-founding,1,0
ANM93912,2016,H1N1,Human,immune-escape,3,1
AGI53529,2009,H1N1,Human,pandemic-founding,1,0
ARB17912,2017,H1N1,Human,immune-escape,3,1
ARH17490,2017,H1N1,Human,immune-escape,3,1
AGI53865,2009,H1N1,Human,pandemic-founding,1,0
ANM94935,2016,H1N1,Human,immune-escape,3,1
ARQ87309,2017,H1N1,Human,immune-escape,3,1
ALJ53611,2014,H1N1,Human,early-drift,2,1
AOT88460,2016,H1N1,Human,immune-escape,3,1
ABO38373,1943,H1N1,Human,pre-pandemic,0,0
ANE26722,2015,H1N1,Human,immune-escape,3,1
ANE26612,2015,H1N1,Human,immune-escape,3,1
ABI19015,2005,H1N1,Human,pre-pandemic,0,0
AMN87911,2016,H1N1,Human,immune-escape,3,1
ALN12098,2014,H1N1,Human,early-drift,2,1
AMN87916,2016,H1N1,Human,immune-escape,3,1
ADJ18177,2009,H1N1,Human,pandemic-founding,1,0
ADJ18171,2009,H1N1,Human,pandemic-founding,1,0
ADJ18167,2009,H1N1,Human,pandemic-founding,1,0
ALN12099,2014,H1N1,Human,early-drift,2,1
AMN87912,2016,H1N1,Human,immune-escape,3,1
AMN87913,2016,H1N1,Human,immune-escape,3,1
AMN87914,2016,H1N1,Human,immune-escape,3,1
AMN87915,2016,H1N1,Human,immune-escape,3,1
ALN12101,2014,H1N1,Human,early-drift,2,1
ADJ37812,2009,H1N1,Human,pandemic-founding,1,0
ACU87270,2009,H1N1,Human,pandemic-founding,1,0
ACT21579,2009,H1N1,Human,pandemic-founding,1,0
ACR15758,2009,H1N1,Human,pandemic-founding,1,0
ACT21584,2009,H1N1,Human,pandemic-founding,1,0
AIU46635,2013,H1N1,Human,early-drift,2,1
AGB08417,2011,H1N1,Human,pandemic-founding,1,0
AKS48051,2010,H1N1,Human,pandemic-founding,1,0
AIU46632,2012,H1N1,Human,early-drift,2,1
AIU46628,2010,H1N1,Human,pandemic-founding,1,0
ADG57094,2009,H1N1,Human,pandemic-founding,1,0
AJE62454,2009,H1N1,Human,pandemic-founding,1,0
AJE62463,2010,H1N1,Human,pandemic-founding,1,0
AJE62485,2011,H1N1,Human,pandemic-founding,1,0
AJE62525,2013,H1N1,Human,early-drift,2,1
ACT79133,2009,H1N1,Human,pandemic-founding,1,0
AIC73767,2014,H1N1,Human,early-drift,2,1
APF45827,2016,H1N1,Human,immune-escape,3,1
APR73913,2016,H1N1,Human,immune-escape,3,1
ACN32512,2008,H1N1,Human,pre-pandemic,0,0
AET84174,2009,H1N1,Human,pandemic-founding,1,0
AET84240,2009,H1N1,Human,pandemic-founding,1,0
ADL39423,2009,H1N1,Human,pandemic-founding,1,0
AGB08374,2010,H1N1,Human,pandemic-founding,1,0
AIZ07383,2014,H1N1,Human,early-drift,2,1
ANA11528,2009,H1N1,Human,pandemic-founding,1,0
AGA19175,2009,H1N1,Human,pandemic-founding,1,0
AFF57132,2011,H1N1,Human,pandemic-founding,1,0
ADK25944,2009,H1N1,Human,pandemic-founding,1,0
AGN69338,2011,H1N1,Human,pandemic-founding,1,0
ADW01407,2011,H1N1,Human,pandemic-founding,1,0
ADR32073,2009,H1N1,Human,pandemic-founding,1,0
ADR32074,2009,H1N1,Human,pandemic-founding,1,0
AIZ07410,2013,H1N1,Human,early-drift,2,1
AIZ07411,2013,H1N1,Human,early-drift,2,1
AIZ07413,2013,H1N1,Human,early-drift,2,1
AIZ07415,2013,H1N1,Human,early-drift,2,1
AIZ07412,2013,H1N1,Human,early-drift,2,1
AIZ07414,2013,H1N1,Human,early-drift,2,1
AIZ07416,2013,H1N1,Human,early-drift,2,1
AIZ07417,2013,H1N1,Human,early-drift,2,1
AIZ07418,2013,H1N1,Human,early-drift,2,1
AIZ07419,2013,H1N1,Human,early-drift,2,1
AIZ07420,2013,H1N1,Human,early-drift,2,1
AIZ07422,2013,H1N1,Human,early-drift,2,1
AIZ07423,2013,H1N1,Human,early-drift,2,1
ARG42722,2015,H1N1,Human,immune-escape,3,1
ARG42723,2015,H1N1,Human,immune-escape,3,1
ARG42721,2013,H1N1,Human,early-drift,2,1
ARG42703,2014,H1N1,Human,early-drift,2,1
ARG42704,2013,H1N1,Human,early-drift,2,1
ARG42705,2013,H1N1,Human,early-drift,2,1
ARG42707,2013,H1N1,Human,early-drift,2,1
ARG42710,2014,H1N1,Human,early-drift,2,1
ARG42711,2014,H1N1,Human,early-drift,2,1
ARG42712,2013,H1N1,Human,early-drift,2,1
ARG42713,2014,H1N1,Human,early-drift,2,1
ARG42715,2013,H1N1,Human,early-drift,2,1
ARG42717,2014,H1N1,Human,early-drift,2,1
ARG42716,2014,H1N1,Human,early-drift,2,1
ARG42701,2013,H1N1,Human,early-drift,2,1
ARG42719,2013,H1N1,Human,early-drift,2,1
ACX47378,2009,H1N1,Human,pandemic-founding,1,0
ACX47383,2009,H1N1,Human,pandemic-founding,1,0
AJK02339,2009,H1N1,Human,pandemic-founding,1,0
AJK02937,2006,H1N1,Human,pre-pandemic,0,0
AJK02508,2008,H1N1,Human,pre-pandemic,0,0
AJK00828,2007,H1N1,Human,pre-pandemic,0,0
ADM34007,2009,H1N1,Human,pandemic-founding,1,0
AFO64879,1997,H1N1,Human,pre-pandemic,0,0
ACM90851,2008,H1N1,Human,pre-pandemic,0,0
ACM90853,2008,H1N1,Human,pre-pandemic,0,0
AMU04376,2012,H1N1,Human,early-drift,2,1
AMU04381,2012,H1N1,Human,early-drift,2,1
AMU04388,2013,H1N1,Human,early-drift,2,1
AMU04379,2012,H1N1,Human,early-drift,2,1
AMU04383,2012,H1N1,Human,early-drift,2,1
AMU04378,2013,H1N1,Human,early-drift,2,1
ADG59668,2009,H1N1,Human,pandemic-founding,1,0
AEG79835,2011,H1N1,Human,pandemic-founding,1,0
ACS27770,2009,H1N1,Human,pandemic-founding,1,0
ANE28642,2016,H1N1,Human,immune-escape,3,1
AGK72866,2011,H1N1,Human,pandemic-founding,1,0
ANM90018,2016,H1N1,Human,immune-escape,3,1
AIM39872,2013,H1N1,Human,early-drift,2,1
ANM89050,2016,H1N1,Human,immune-escape,3,1
ANM89061,2016,H1N1,Human,immune-escape,3,1
AGI54903,2009,H1N1,Human,pandemic-founding,1,0
ANM90777,2016,H1N1,Human,immune-escape,3,1
AGI54501,2009,H1N1,Human,pandemic-founding,1,0
AGI54506,2009,H1N1,Human,pandemic-founding,1,0
AGI53509,2009,H1N1,Human,pandemic-founding,1,0
AGI55197,2009,H1N1,Human,pandemic-founding,1,0
AGI55535,2009,H1N1,Human,pandemic-founding,1,0
ANM94891,2016,H1N1,Human,immune-escape,3,1
AHV83823,2014,H1N1,Human,early-drift,2,1
AHV83824,2014,H1N1,Human,early-drift,2,1
AIC73790,2014,H1N1,Human,early-drift,2,1
ABW91471,2007,H1N1,Human,pre-pandemic,0,0
ABX58602,2007,H1N1,Human,pre-pandemic,0,0
ABY81404,2007,H1N1,Human,pre-pandemic,0,0
ADV19292,2010,H1N1,Human,pandemic-founding,1,0
ADZ31499,2010,H1N1,Human,pandemic-founding,1,0
ADZ31500,2010,H1N1,Human,pandemic-founding,1,0
ADB90370,2010,H1N1,Human,pandemic-founding,1,0
BAK86315,2001,H1N1,Human,pre-pandemic,0,0
AGM53852,2012,H1N1,Human,early-drift,2,1
AIM39764,2014,H1N1,Human,early-drift,2,1
AGV29201,2013,H1N1,Human,early-drift,2,1
AGI52440,2009,H1N1,Human,pandemic-founding,1,0
AGV28921,2013,H1N1,Human,early-drift,2,1
ACR67179,2009,H1N1,Human,pandemic-founding,1,0
AGV28850,2013,H1N1,Human,early-drift,2,1
AGV29158,2013,H1N1,Human,early-drift,2,1
ACS72643,2009,H1N1,Human,pandemic-founding,1,0
AGI54009,2010,H1N1,Human,pandemic-founding,1,0
AKT07998,2013,H1N1,Human,early-drift,2,1
ACU44038,2009,H1N1,Human,pandemic-founding,1,0
